timestamp,asset_id,location,suction_pressure_psi,discharge_pressure_psi,compression_ratio,inlet_temp_f,discharge_temp_f,vibration_x_mms,vibration_y_mms,vibration_z_mms,lube_oil_pressure_psi,lube_oil_temperature_f,motor_current_amps,rpm,power_kw,runtime_hours_cumulative,alert_flag
2026-01-04 12:00:00,COMP-001,"Houston, TX",210.31,641.47,3.065,81.8,256.6,4.14,3.14,2.4,50.33,183.3,306.6,1199.0,363.2,18423.8,0
2026-01-04 12:00:00,COMP-002,"Midland, TX",210.04,636.43,3.046,83.3,256.7,4.17,3.08,2.39,49.85,180.9,301.6,1199.4,372.9,12308.8,0
2026-01-04 18:00:00,COMP-001,"Houston, TX",212.37,642.22,3.022,81.9,255.4,4.14,3.08,2.39,50.12,182.8,304.7,1199.6,364.8,18424.0,0
2026-01-04 18:00:00,COMP-002,"Midland, TX",209.5,645.68,3.038,81.6,251.8,4.2,3.11,2.39,50.48,183.4,306.6,1198.0,364.7,12309.0,0
2026-01-05 00:00:00,COMP-001,"Houston, TX",209.96,639.52,3.069,83.4,251.7,4.19,3.11,2.38,50.29,182.0,302.7,1201.1,362.5,18424.2,0
2026-01-05 00:00:00,COMP-002,"Midland, TX",214.8,632.45,2.987,82.3,252.5,4.26,3.1,2.37,49.62,183.9,304.6,1202.2,369.9,12309.2,0
2026-01-05 06:00:00,COMP-001,"Houston, TX",209.0,648.64,3.08,83.5,255.9,4.23,3.1,2.42,50.07,184.2,307.2,1199.8,365.3,18424.5,0
2026-01-05 06:00:00,COMP-002,"Midland, TX",212.1,645.1,3.059,82.6,256.0,4.17,3.06,2.38,49.66,181.0,305.4,1197.4,365.0,12309.5,0
2026-01-05 12:00:00,COMP-001,"Houston, TX",210.54,631.63,2.989,82.3,255.3,4.19,3.07,2.39,50.61,182.5,306.8,1202.6,370.9,18424.8,0
2026-01-05 12:00:00,COMP-002,"Midland, TX",203.97,637.15,3.08,83.1,257.7,4.26,3.09,2.42,50.07,182.6,302.4,1198.0,367.3,12309.8,0
2026-01-05 18:00:00,COMP-001,"Houston, TX",206.69,643.44,3.079,82.3,252.4,4.2,3.07,2.41,49.29,181.4,305.6,1196.6,369.6,18425.0,0
2026-01-05 18:00:00,COMP-002,"Midland, TX",210.01,631.37,3.01,82.2,252.8,4.18,3.12,2.39,50.38,183.8,302.7,1197.0,362.7,12310.0,0
2026-01-06 00:00:00,COMP-001,"Houston, TX",213.56,637.12,2.989,83.0,257.1,4.22,3.12,2.43,49.55,179.4,301.8,1197.3,369.9,18425.2,0
2026-01-06 00:00:00,COMP-002,"Midland, TX",209.33,643.83,3.092,83.3,252.5,4.21,3.12,2.37,50.48,184.5,301.4,1196.6,365.9,12310.2,0
2026-01-06 06:00:00,COMP-001,"Houston, TX",214.7,638.02,2.997,83.2,251.8,4.22,3.11,2.37,50.41,183.9,305.9,1197.3,373.3,18425.5,0
2026-01-06 06:00:00,COMP-002,"Midland, TX",208.64,638.62,3.055,82.3,255.1,4.18,3.13,2.42,49.41,184.5,306.2,1202.4,370.3,12310.5,0
2026-01-06 12:00:00,COMP-001,"Houston, TX",213.89,648.94,3.069,82.0,257.4,4.2,3.1,2.4,50.35,180.7,308.2,1202.4,363.4,18425.8,0
2026-01-06 12:00:00,COMP-002,"Midland, TX",206.99,639.32,3.068,82.9,254.1,4.14,3.13,2.38,49.57,183.6,303.5,1202.7,370.2,12310.8,0
2026-01-06 18:00:00,COMP-001,"Houston, TX",208.1,648.6,3.135,81.6,256.7,4.2,3.12,2.41,50.22,181.9,307.7,1197.1,364.9,18426.0,0
2026-01-06 18:00:00,COMP-002,"Midland, TX",206.4,641.57,3.073,82.5,255.2,4.19,3.12,2.39,50.3,180.8,302.7,1197.3,364.6,12311.0,0
2026-01-07 00:00:00,COMP-001,"Houston, TX",208.21,645.03,3.068,81.9,252.8,4.2,3.12,2.43,50.04,180.8,301.3,1197.8,365.0,18426.2,0
2026-01-07 00:00:00,COMP-002,"Midland, TX",206.57,640.66,3.096,82.2,258.6,4.21,3.12,2.37,50.55,181.9,308.4,1200.5,367.7,12311.2,0
2026-01-07 06:00:00,COMP-001,"Houston, TX",211.09,631.39,3.035,83.8,254.8,4.24,3.09,2.37,50.19,179.6,301.8,1200.5,365.8,18426.5,0
2026-01-07 06:00:00,COMP-002,"Midland, TX",208.28,645.08,3.107,83.0,257.2,4.17,3.1,2.4,49.91,184.0,309.5,1198.6,369.3,12311.5,0
2026-01-07 12:00:00,COMP-001,"Houston, TX",209.81,648.59,3.066,82.0,252.8,4.22,3.07,2.38,49.36,179.3,304.6,1200.7,365.7,18426.8,0
2026-01-07 12:00:00,COMP-002,"Midland, TX",213.89,643.9,3.047,82.6,256.4,4.25,3.13,2.41,50.24,184.4,304.3,1200.3,369.6,12311.8,0
2026-01-07 18:00:00,COMP-001,"Houston, TX",212.02,631.77,2.979,81.9,253.5,4.23,3.11,2.38,49.44,183.0,306.8,1203.2,368.0,18427.0,0
2026-01-07 18:00:00,COMP-002,"Midland, TX",205.93,631.17,3.044,82.5,253.6,4.17,3.06,2.43,50.5,182.4,309.1,1203.6,369.9,12312.0,0
2026-01-08 00:00:00,COMP-001,"Houston, TX",208.16,644.92,3.114,82.8,256.2,4.25,3.07,2.41,50.2,181.9,301.3,1198.9,366.2,18427.2,0
2026-01-08 00:00:00,COMP-002,"Midland, TX",212.34,636.73,3.0,83.3,253.4,4.26,3.13,2.4,49.93,181.0,303.4,1203.4,366.9,12312.2,0
2026-01-08 06:00:00,COMP-001,"Houston, TX",212.68,643.03,3.018,82.9,254.3,4.16,3.09,2.42,50.19,183.4,302.3,1200.3,372.7,18427.5,0
2026-01-08 06:00:00,COMP-002,"Midland, TX",208.83,632.73,2.995,84.0,255.8,4.17,3.07,2.4,50.08,179.8,309.5,1203.0,367.6,12312.5,0
2026-01-08 12:00:00,COMP-001,"Houston, TX",214.5,639.97,3.017,83.4,255.1,4.17,3.13,2.43,49.62,182.3,303.9,1203.0,368.1,18427.8,0
2026-01-08 12:00:00,COMP-002,"Midland, TX",210.05,635.7,2.994,83.5,254.3,4.25,3.1,2.42,49.67,180.9,305.8,1203.6,367.9,12312.8,0
2026-01-08 18:00:00,COMP-001,"Houston, TX",211.78,637.03,3.03,83.0,255.3,4.19,3.08,2.38,50.3,182.4,302.6,1202.0,363.0,18428.0,0
2026-01-08 18:00:00,COMP-002,"Midland, TX",210.91,645.98,3.057,82.5,256.2,4.24,3.14,2.4,49.31,182.0,305.8,1202.7,372.1,12313.0,0
2026-01-09 00:00:00,COMP-001,"Houston, TX",212.38,639.17,3.041,83.5,254.3,4.22,3.07,2.4,50.7,181.1,306.8,1201.1,371.9,18428.2,0
2026-01-09 00:00:00,COMP-002,"Midland, TX",211.84,637.7,3.004,82.5,256.7,4.23,3.13,2.37,49.35,182.7,308.9,1203.6,370.7,12313.2,0
2026-01-09 06:00:00,COMP-001,"Houston, TX",207.88,642.57,3.097,83.8,254.6,4.22,3.14,2.37,50.44,180.9,303.9,1197.5,368.3,18428.5,0
2026-01-09 06:00:00,COMP-002,"Midland, TX",213.78,633.66,2.991,81.9,257.8,4.22,3.08,2.43,49.46,181.8,302.8,1198.2,362.6,12313.5,0
2026-01-09 12:00:00,COMP-001,"Houston, TX",212.42,643.41,3.027,82.1,254.6,4.18,3.11,2.41,49.89,180.6,308.2,1197.8,366.7,18428.8,0
2026-01-09 12:00:00,COMP-002,"Midland, TX",209.01,641.38,3.079,83.1,258.8,4.17,3.14,2.41,49.66,182.4,306.7,1201.8,363.0,12313.8,0
2026-01-09 18:00:00,COMP-001,"Houston, TX",210.79,647.76,3.085,82.4,257.3,4.21,3.09,2.41,50.18,183.0,307.0,1201.2,371.7,18429.0,0
2026-01-09 18:00:00,COMP-002,"Midland, TX",215.55,642.81,3.024,82.5,254.6,4.21,3.12,2.37,49.69,183.3,302.0,1197.3,368.4,12314.0,0
2026-01-10 00:00:00,COMP-001,"Houston, TX",213.13,647.94,3.083,83.8,253.1,4.24,3.1,2.42,50.37,181.1,301.5,1203.3,364.0,18429.2,0
2026-01-10 00:00:00,COMP-002,"Midland, TX",212.81,644.3,3.035,84.2,258.6,4.24,3.09,2.42,49.27,182.2,304.6,1201.2,369.9,12314.2,0
2026-01-10 06:00:00,COMP-001,"Houston, TX",210.77,648.45,3.058,82.0,253.0,4.14,3.14,2.4,50.62,180.5,301.0,1202.3,372.5,18429.5,0
2026-01-10 06:00:00,COMP-002,"Midland, TX",208.91,633.08,3.023,84.1,253.5,4.2,3.06,2.43,49.45,181.8,306.6,1201.8,372.9,12314.5,0
2026-01-10 12:00:00,COMP-001,"Houston, TX",208.99,633.37,2.994,82.8,251.9,4.2,3.09,2.43,49.3,181.3,304.5,1203.2,371.9,18429.8,0
2026-01-10 12:00:00,COMP-002,"Midland, TX",208.14,640.85,3.035,84.2,253.9,4.19,3.07,2.37,50.52,181.8,306.5,1201.0,369.1,12314.8,0
2026-01-10 18:00:00,COMP-001,"Houston, TX",208.65,635.08,2.998,82.1,255.5,4.15,3.12,2.38,49.57,184.0,303.4,1197.5,372.4,18430.0,0
2026-01-10 18:00:00,COMP-002,"Midland, TX",209.41,633.18,2.983,82.1,253.1,4.16,3.11,2.37,49.27,183.6,302.6,1198.7,364.4,12315.0,0
2026-01-11 00:00:00,COMP-001,"Houston, TX",211.66,640.5,3.028,83.7,254.8,4.24,3.1,2.37,50.01,184.4,300.8,1202.0,372.1,18430.2,0
2026-01-11 00:00:00,COMP-002,"Midland, TX",208.32,648.91,3.094,82.0,254.8,4.19,3.12,2.4,50.61,179.7,301.2,1200.8,363.2,12315.2,0
2026-01-11 06:00:00,COMP-001,"Houston, TX",212.24,640.93,3.04,82.7,258.8,4.2,3.1,2.41,49.4,183.1,308.2,1201.1,371.0,18430.5,0
2026-01-11 06:00:00,COMP-002,"Midland, TX",205.5,639.07,3.07,82.5,253.8,4.19,3.09,2.37,49.89,182.9,303.9,1197.5,372.7,12315.5,0
2026-01-11 12:00:00,COMP-001,"Houston, TX",213.68,632.19,2.981,82.1,256.8,4.24,3.11,2.41,50.09,181.1,301.5,1199.0,369.8,18430.8,0
2026-01-11 12:00:00,COMP-002,"Midland, TX",213.99,644.24,3.034,84.3,255.8,4.18,3.11,2.38,50.24,180.5,301.4,1202.5,366.5,12315.8,0
2026-01-11 18:00:00,COMP-001,"Houston, TX",211.75,645.9,3.069,84.0,258.6,4.24,3.11,2.41,49.29,184.3,308.0,1198.3,364.5,18431.0,0
2026-01-11 18:00:00,COMP-002,"Midland, TX",207.8,636.92,3.05,81.9,257.8,4.21,3.09,2.37,50.2,179.4,307.2,1198.0,367.1,12316.0,0
2026-01-12 00:00:00,COMP-001,"Houston, TX",208.82,644.25,3.08,83.9,255.5,4.15,3.06,2.38,50.18,182.9,302.9,1201.2,367.8,18431.2,0
2026-01-12 00:00:00,COMP-002,"Midland, TX",207.33,644.89,3.092,82.3,254.5,4.17,3.12,2.4,50.25,179.5,304.0,1200.7,362.6,12316.2,0
2026-01-12 06:00:00,COMP-001,"Houston, TX",205.51,633.03,3.041,82.6,253.7,4.14,3.12,2.38,49.82,183.1,305.0,1202.4,371.4,18431.5,0
2026-01-12 06:00:00,COMP-002,"Midland, TX",214.2,631.21,2.973,82.0,258.2,4.25,3.11,2.41,50.31,181.6,301.5,1196.5,366.1,12316.5,0
2026-01-12 12:00:00,COMP-001,"Houston, TX",208.64,646.37,3.067,84.3,251.8,4.24,3.08,2.41,50.04,181.4,303.3,1198.8,366.2,18431.8,0
2026-01-12 12:00:00,COMP-002,"Midland, TX",211.71,632.59,3.011,83.3,258.1,4.18,3.12,2.42,50.47,180.6,301.8,1197.8,369.1,12316.8,0
2026-01-12 18:00:00,COMP-001,"Houston, TX",211.79,633.8,3.004,83.9,254.9,4.23,3.12,2.4,50.64,182.3,306.2,1200.9,372.0,18432.0,0
2026-01-12 18:00:00,COMP-002,"Midland, TX",210.07,631.71,3.04,83.1,253.5,4.17,3.06,2.4,49.72,181.7,300.9,1202.4,363.3,12317.0,0
2026-01-13 00:00:00,COMP-001,"Houston, TX",210.02,642.21,3.026,83.3,254.7,4.21,3.13,2.43,49.92,183.7,306.4,1198.7,367.7,18432.2,0
2026-01-13 00:00:00,COMP-002,"Midland, TX",206.45,632.39,3.051,84.3,253.8,4.23,3.1,2.38,49.62,181.7,304.4,1200.2,364.2,12317.2,0
2026-01-13 06:00:00,COMP-001,"Houston, TX",211.17,638.25,3.059,82.9,255.8,4.24,3.11,2.37,49.39,183.0,303.0,1201.6,369.7,18432.5,0
2026-01-13 06:00:00,COMP-002,"Midland, TX",214.21,636.8,2.999,83.5,252.3,4.18,3.14,2.41,49.84,182.5,309.0,1198.6,366.6,12317.5,0
2026-01-13 12:00:00,COMP-001,"Houston, TX",214.82,643.27,3.035,84.2,256.8,4.22,3.1,2.41,49.89,181.2,303.7,1197.7,364.8,18432.8,0
2026-01-13 12:00:00,COMP-002,"Midland, TX",207.59,634.75,3.024,82.4,251.8,4.24,3.06,2.42,50.5,184.1,300.8,1198.8,370.9,12317.8,0
2026-01-13 18:00:00,COMP-001,"Houston, TX",210.78,633.52,3.028,84.2,257.1,4.24,3.07,2.4,49.87,183.0,302.6,1199.6,365.6,18433.0,0
2026-01-13 18:00:00,COMP-002,"Midland, TX",209.85,640.65,3.055,82.9,257.4,4.2,3.13,2.39,50.67,184.7,304.6,1198.4,366.7,12318.0,0
2026-01-14 00:00:00,COMP-001,"Houston, TX",214.62,646.08,3.034,84.2,252.2,4.17,3.11,2.43,50.08,179.8,308.2,1202.5,365.6,18433.2,0
2026-01-14 00:00:00,COMP-002,"Midland, TX",211.66,647.78,3.106,82.5,254.5,4.26,3.07,2.4,49.77,179.4,300.9,1200.0,365.1,12318.2,0
2026-01-14 06:00:00,COMP-001,"Houston, TX",208.89,630.94,3.016,84.5,257.6,4.22,3.13,2.37,49.68,183.8,306.8,1197.4,370.3,18433.5,0
2026-01-14 06:00:00,COMP-002,"Midland, TX",208.7,631.92,3.055,82.8,257.6,4.21,3.12,2.4,49.42,180.8,303.2,1196.7,367.1,12318.5,0
2026-01-14 12:00:00,COMP-001,"Houston, TX",210.76,632.53,3.016,84.5,255.7,4.14,3.1,2.38,49.47,181.6,306.1,1198.1,367.1,18433.8,0
2026-01-14 12:00:00,COMP-002,"Midland, TX",204.38,649.11,3.13,82.3,255.2,4.2,3.15,2.4,49.84,181.8,306.2,1203.5,365.3,12318.8,0
2026-01-14 18:00:00,COMP-001,"Houston, TX",211.6,637.02,3.007,84.0,256.0,4.23,3.12,2.39,49.32,182.2,307.9,1197.7,371.1,18434.0,0
2026-01-14 18:00:00,COMP-002,"Midland, TX",214.33,642.53,3.042,84.2,251.7,4.23,3.1,2.39,49.32,180.4,300.8,1203.1,368.2,12319.0,0
2026-01-15 00:00:00,COMP-001,"Houston, TX",212.76,635.26,3.021,84.2,252.6,4.18,3.13,2.43,49.75,179.9,303.8,1202.8,370.7,18434.2,0
2026-01-15 00:00:00,COMP-002,"Midland, TX",208.17,649.1,3.101,83.5,255.0,4.25,3.1,2.42,50.34,179.7,305.9,1202.3,368.5,12319.2,0
2026-01-15 06:00:00,COMP-001,"Houston, TX",210.34,643.09,3.101,83.0,255.8,4.19,3.12,2.39,49.31,184.0,303.6,1203.6,365.5,18434.5,0
2026-01-15 06:00:00,COMP-002,"Midland, TX",214.6,631.84,2.969,83.9,253.9,4.24,3.12,2.43,49.46,182.6,307.6,1196.7,363.2,12319.5,0
2026-01-15 12:00:00,COMP-001,"Houston, TX",207.59,637.75,3.049,83.7,255.8,4.22,3.14,2.39,50.39,182.4,305.3,1199.3,369.6,18434.8,0
2026-01-15 12:00:00,COMP-002,"Midland, TX",205.21,644.52,3.105,83.5,254.1,4.21,3.08,2.38,49.92,184.7,303.0,1203.0,367.9,12319.8,0
2026-01-15 18:00:00,COMP-001,"Houston, TX",214.46,639.08,3.011,84.5,254.6,4.15,3.12,2.42,49.73,181.2,301.0,1200.3,372.3,18435.0,0
2026-01-15 18:00:00,COMP-002,"Midland, TX",213.26,648.2,3.067,83.9,257.2,4.2,3.06,2.38,49.46,183.6,300.7,1200.4,366.6,12320.0,0
2026-01-16 00:00:00,COMP-001,"Houston, TX",210.01,642.15,3.053,82.6,253.5,4.26,3.12,2.4,50.4,183.8,301.1,1203.4,369.6,18435.2,0
2026-01-16 00:00:00,COMP-002,"Midland, TX",209.01,637.01,3.017,84.6,257.1,4.22,3.07,2.43,49.9,184.2,300.9,1197.3,364.2,12320.2,0
2026-01-16 06:00:00,COMP-001,"Houston, TX",208.9,644.02,3.083,83.2,258.4,4.25,3.13,2.38,50.2,182.3,301.6,1198.6,368.4,18435.5,0
2026-01-16 06:00:00,COMP-002,"Midland, TX",208.39,648.48,3.119,82.8,256.2,4.23,3.11,2.42,50.1,183.8,300.7,1196.7,369.6,12320.5,0
2026-01-16 12:00:00,COMP-001,"Houston, TX",208.25,645.13,3.058,83.4,256.1,4.2,3.11,2.38,50.68,181.9,307.8,1201.3,365.8,18435.8,0
2026-01-16 12:00:00,COMP-002,"Midland, TX",207.61,638.84,3.083,83.6,252.7,4.21,3.08,2.42,50.35,184.0,309.4,1197.3,366.6,12320.8,0
2026-01-16 18:00:00,COMP-001,"Houston, TX",209.35,639.36,3.061,83.0,253.1,4.15,3.08,2.39,50.17,180.6,308.3,1197.5,366.1,18436.0,0
2026-01-16 18:00:00,COMP-002,"Midland, TX",206.0,645.05,3.089,83.6,255.1,4.2,3.08,2.37,50.67,182.0,309.3,1198.0,366.4,12321.0,0
2026-01-17 00:00:00,COMP-001,"Houston, TX",210.41,647.34,3.083,84.1,254.8,4.2,3.13,2.4,50.57,183.2,307.4,1199.0,366.9,18436.2,0
2026-01-17 00:00:00,COMP-002,"Midland, TX",207.08,641.02,3.081,82.7,255.0,4.23,3.08,2.44,50.27,179.9,309.4,1199.2,371.3,12321.2,0
2026-01-17 06:00:00,COMP-001,"Houston, TX",211.67,644.9,3.031,83.0,255.1,4.2,3.06,2.37,49.75,181.9,304.6,1200.8,368.2,18436.5,0
2026-01-17 06:00:00,COMP-002,"Midland, TX",211.81,633.52,3.007,85.0,256.8,4.17,3.08,2.42,50.05,183.1,303.2,1202.3,366.6,12321.5,0
2026-01-17 12:00:00,COMP-001,"Houston, TX",213.55,641.61,3.012,84.5,256.7,4.22,3.06,2.4,50.7,183.5,307.5,1200.6,370.4,18436.8,0
2026-01-17 12:00:00,COMP-002,"Midland, TX",209.11,642.48,3.09,84.0,257.6,4.16,3.12,2.37,50.67,179.9,300.6,1198.7,364.1,12321.8,0
2026-01-17 18:00:00,COMP-001,"Houston, TX",207.39,645.28,3.081,84.8,257.9,4.23,3.06,2.37,49.56,181.0,306.5,1200.2,365.9,18437.0,0
2026-01-17 18:00:00,COMP-002,"Midland, TX",215.62,636.97,2.996,83.4,257.1,4.23,3.11,2.41,50.17,180.3,302.7,1200.4,365.0,12322.0,0
2026-01-18 00:00:00,COMP-001,"Houston, TX",211.73,635.95,3.047,83.1,256.6,4.18,3.09,2.43,50.44,180.8,301.5,1201.3,366.7,18437.2,0
2026-01-18 00:00:00,COMP-002,"Midland, TX",214.76,648.73,3.06,84.6,253.4,4.17,3.12,2.39,49.91,180.7,304.8,1197.8,368.4,12322.2,0
2026-01-18 06:00:00,COMP-001,"Houston, TX",212.96,633.04,2.997,84.1,255.7,4.17,3.12,2.4,50.21,179.6,304.2,1201.6,363.6,18437.5,0
2026-01-18 06:00:00,COMP-002,"Midland, TX",204.33,640.97,3.098,84.9,254.3,4.25,3.14,2.4,49.55,184.5,303.4,1201.0,372.5,12322.5,0
2026-01-18 12:00:00,COMP-001,"Houston, TX",213.23,640.67,3.044,84.4,258.3,4.25,3.07,2.43,49.51,184.3,309.6,1199.3,367.9,18437.8,0
2026-01-18 12:00:00,COMP-002,"Midland, TX",215.15,648.18,3.044,84.8,251.2,4.21,3.06,2.43,49.68,184.7,305.4,1200.0,372.8,12322.8,0
2026-01-18 18:00:00,COMP-001,"Houston, TX",212.04,634.1,3.022,82.9,252.4,4.19,3.08,2.38,50.35,183.6,305.6,1201.8,364.4,18438.0,0
2026-01-18 18:00:00,COMP-002,"Midland, TX",215.39,646.28,3.041,83.9,251.8,4.22,3.07,2.37,49.74,180.6,302.8,1198.1,370.8,12323.0,0
2026-01-19 00:00:00,COMP-001,"Houston, TX",207.57,644.28,3.086,82.7,256.2,4.22,3.06,2.37,49.71,181.5,305.0,1202.8,370.2,18438.2,0
2026-01-19 00:00:00,COMP-002,"Midland, TX",207.82,647.99,3.121,83.4,255.9,4.16,3.07,2.38,50.37,182.6,304.2,1200.3,367.7,12323.2,0
2026-01-19 06:00:00,COMP-001,"Houston, TX",211.06,634.59,3.007,83.3,256.9,4.25,3.06,2.4,50.31,179.7,305.6,1196.8,368.5,18438.5,0
2026-01-19 06:00:00,COMP-002,"Midland, TX",210.19,633.28,3.009,83.5,255.2,4.15,3.07,2.41,49.39,182.1,307.8,1199.7,368.1,12323.5,0
2026-01-19 12:00:00,COMP-001,"Houston, TX",209.91,639.28,3.085,84.7,256.7,4.19,3.13,2.42,50.12,179.5,303.6,1196.9,373.5,18438.8,0
2026-01-19 12:00:00,COMP-002,"Midland, TX",209.81,648.33,3.128,82.8,254.3,4.23,3.12,2.43,50.22,181.6,309.5,1199.2,372.1,12323.8,0
2026-01-19 18:00:00,COMP-001,"Houston, TX",206.22,643.51,3.076,84.3,255.3,4.22,3.09,2.38,50.06,182.2,307.1,1198.0,362.5,18439.0,0
2026-01-19 18:00:00,COMP-002,"Midland, TX",208.22,643.33,3.082,84.0,255.2,4.24,3.08,2.39,49.66,184.4,307.1,1197.2,371.4,12324.0,0
2026-01-20 00:00:00,COMP-001,"Houston, TX",209.88,647.37,3.058,82.8,252.8,4.15,3.06,2.41,50.3,179.5,307.2,1199.3,365.1,18439.2,0
2026-01-20 00:00:00,COMP-002,"Midland, TX",213.31,631.48,2.975,84.0,253.4,4.24,3.12,2.39,50.15,182.9,303.4,1198.6,364.1,12324.2,0
2026-01-20 06:00:00,COMP-001,"Houston, TX",210.03,636.17,3.055,82.9,258.4,4.25,3.14,2.41,49.89,182.0,309.3,1203.2,369.9,18439.5,0
2026-01-20 06:00:00,COMP-002,"Midland, TX",211.79,638.39,3.057,83.1,254.1,4.23,3.1,2.43,49.7,183.1,307.8,1203.0,368.7,12324.5,0
2026-01-20 12:00:00,COMP-001,"Houston, TX",211.01,632.97,3.009,83.4,252.7,4.22,3.14,2.42,49.39,183.2,302.2,1198.3,369.9,18439.8,0
